Code,Literal
0HTU0ZZ,mastectomia izquierda
K219,ERGE
O1404,Preeclamsia leve
K5900,estreñido
E6601,obesidad morbida part
1820,Neoplasia endometrio
Z87442,V13.01
O9852,covid PARTO
M23222,rotura de cuerno posterior de menisco interno izquierdo
O99324,Cannabis parto
C50911,Carcinoma mama derecha
Z8781,Historia de frctura
H532,diplopia
V103,ha Cáncer de mama
07054,Infección por VHC
D649,HTA irc 6
Z6841,obesidad part
E8351,Hipotiroidismo qx parto
O7021,desgarro grado IIIA
B181,hepatitis B
I351,Insuficiència aòrtica
E119,DMII
K430,K43.0
0JQC0ZZ,Cistocele
9308,EMG
D509,Anemia Ferropénica parto
Q5128,utero septo
9917,insulina
4241,estenosis aórtica
J209,Bronquitis aguda
M3500,Sindorme de sjogren
O3403,útero bicorne part
8744,Rx de tórax
2763,alcalosis respiratoria
F068,retraso cognitivo
3E03329,fosfomicina
H5200,hipermetropía
Z20822,COVID) negativos
K862,quiste pancreas
6264,ataxia menstrual
5601,Ileo paralítico
Q5522,Testes en ascensor
0UQJXZZ,Desgarro clitoris
Z20822,Covid: negativo
B348,parainfluenzae
27949,efermedad autoinmune
D682,Déficit de factor VII
H209,uveítis anterior
3332,mioclonías
O99282,hipotiroidismo 2t
C541,Adenocarcinoma endometrio
V8401,BRCA 1
Z6730,Grupo sanguíneo: AB+
O30043,bicorial/biamniótica
0HQ9XZZ,Desagarro 1
E213,Hiperparatiroidismo
R55,sícope vagal
L409,PSORIASIS
0PSJ04Z,rafi radio izquierdo
E201,PSEUDOHIPOPARATIROIDISMO
3E03329,amoxicilna
81342,Fractura radio distal izquierdo
V137,exprematuro
BH4CZZZ,ecografía cerebral
3E1M38Z,LAVADO pERITONEO
O9852,Covid parto
0689,paratiroidectomía superior izquierda
D680,Von Willebrand parto
M25561,gonalgia bilateral
5849,Fracaso renal agudo
E282,Hipotiroidismo part
Z843,Consanguinitat
D649,Anemia crónica
M75101,ROTURA MANGUITO HOMBRO DERECHO
64811,Hipotoroidismo parto
Z9884,Cirugia bariátrica
2410,Nodulo tiroideo izquierdo
57400,Colecistitis aguda litiasica
Q632,Ectopia renal izquierda
Z96642,PTC izqda
O99344,Depresión parto
Z6711,a negatiu
Z6740,GSRh. O positivo
02HV33Z,vía central
3E0F7GC,nebulizador
Y92410,calle
M170,gonartrosis bilateral
78039,Convulsió
9390,Ventilación Mecánica No Invasiva
6102,adenosis esclerosante mama
K5730,Diverticulosis de colon
O9952,Rinitis alérgica part
K8301,colangitis esclerosante
BW03ZZZ,Radiografía de tórax y abdomen
D563,Talasemia minor parto
0UPD7HZ,Retirada DIU
Q5120,Útero subsepto parto
51884,INSUFICIENCIA RESPIRATORIA CRONICA agud
E669,Hipotiroidismo parto
6179,Endometriosis
N7011,hidrosalpinx
1743,Neo de mama cii
3970,Insuficienica tricuspidea
Z8614,Hipoacusia parto
C541,Carcinoma endometrial
R05,Tos
Z20828,Portadora VHB madre rn
3E0P7VZ,PGE2
O99892,Hipotiroidismo parto
Z91013,alergia pescado
80001,Masa
H33002,H33.002
R233,equimosis
K649,hemorroides
Z940,Trasplantament renal
R7881,Bacteriemia posparto
3E0337Z,SUEROTERAPIA
BT4JZZZ,Ecografía urológica
I259,C.ISQUEMICA
B181,Hepatitis B cronica
Z3183,Punción folicular
09SM0ZZ,septoplastia
I4510,BRD
D241,Papiloma Mama derecha
B977,HPV PARTO
7226,Discopatía degenerativa
J9600,ira 2
5070,broncoaspirativo
I129,hta irc 3
Z6720,GS: B Rh +.
4241,Insuficiencia aórtica
99859,Abceso qx
BQ40ZZZ,Ecografía cadera dreta
Z371,rn mort
V4282,TPH
0UT50ZZ,SALPINGUECTOMÍA DERECHA
7812,trastorno de la marcha
2564,ovario poliquístico
D693,PTI parto
K630,Abscés intestinal
O99354,Migraña con aura parto
E232,Diabetis insípida
3E0F7SF,OXIGENO
O99214,hipotiroidisme part
P398,77189
64883,DG anteparto
O9081,Anemia postparto
O9989,migrañas parto
O1414,preeclampsia grave
0HBU0ZZ,TUMORECTOMÍA DE MAMA IZQUIERDA
F1021,Ex-enol
B181,Hepatitis B.
7851,Plapitaciones
D509,Anemia ferropénica
P701,hijo de madre diabetica
1890,ca renal
N261,ATROFIA RENAL DERECHA
H9319,Acufenos
J45909,ASMA part
O6003,Amenaza de Parto Pretérmino
0TT14ZZ,NEFRECTOMÍA LAPAROSCÓPICA IZQUIERDA
R0689,hipercapnia leve
Z6710,GS: A POSITIVO
Q600,Monorreno izquierdo congénito
0SP90JZ,recambio PTC derecha
5601,ileo paralítico
I861,Varicocele
E876,hipopotasemia
0D1N0Z4,colostomía terminal
9351,impactación esofágica
2761,Hiponatremia
Z886,ALERGIAS: AAS
F6089,Trastorno de personalidad cluster B
8878,EcoTV
3E0R3BZ,EPIDURAL
3324,fibrobroncoscopia bas
L439,liquen plano
E113299,retinopatía diabética
C773,c773
64843,TDAH anteparto
30233N1,hematíes
O9081,anemia postparto
475,Absceso periamigdalino
F99,patología psiquiátrica
G610,Guillen Barre
51884,irca
0JQC0ZZ,colpoplastia anterior
Q0700,arnold chiari
7321,perthes
N920,Polimenorrea
28802,Neutropenia ciclica
BQ00ZZZ,Radiografía caderas
Z4002,CONTACTO PARA EXTRACCION PROFILACTICA DE OVARI
0UB98ZX,biopsia Endometri
0TQD7ZZ,Laceración periuretral
V137,historia prematur
K3580,APENDICITIS AGUDA
F419,bulimia nerviosa parto
591,hidronefrosis
E669,Obesa
N3941,incontinencia de urgencia
M5126,HERNIA DISCAL L3-L4
J910,derrame pleural maligno
O9942,Sd de May-Thurner parto
0CTQXZZ,ADENOAMIGDALECTOMÍA
M898X9,dolores óseos
0UT64ZZ,SALPINGUECTOMÍA geu izq lap
85203,Carcinoma lobulillar
BT4JZZZ,ECOGRAFIA RENAL
2720,Hipercolesterolèmia parto
E119,D.M
Z6711,: A Rh: negativo
28959,Quistes esplénicos
O9942,Insuficiencia venosa crónica parto
2900,Deteriorament senil
0UT10ZZ,Ooforectomía izquierda
5424,Biopsias peritoneales lap
8872,ecoscopia
0UT74ZZ,salpinguectomia bilateral laparoscopia
Z6711,Grupo: A Rh: negativo
Z905,Nefrectomia
3E033NZ,Midazolam
0UT90ZZ,ht
O6003,Amenaza de parto pretérmino
C50912,ca de mama IZDA
6563,Doble annexectomia lap
O99354,Migrañas con aura PART
R410,desorientada
N801,Endometriosis bilateral
M2012,HALLUX VALGUS PIE IZQUIERDO
8801,TAC abdominopélvico
I422,MIOCARDIOPATÍA HIPERTRÓFICA NO OBSTRUTIVA
7455,foramen oval permeable
3899,Hipoacusia
78791,diarreco
0W9G3ZZ,Paracentesis
O9989,LES parto
Z6740,Grupo sanguíneo 0+
754,Extracción manual de placenta
Z886,Alergia paracetamol
8531,reduccion mama unilateral
3572,polineuropatía dm
O925,no desea Lactancia
V5863,antiagregante
V1302,Pielonefritis de repetició
F4321,Trastorno adaptativo con síntomas depresivos
53011,Esofagitis por reflujo
4223,Esofagoscopia
598,cateteres doble J.
K449,Hèrnia de hiatus
4400,Ateromatosis aórtica
7210,cervicoartrosis
N179,Insuficiencia renal crónica agudizada
0UT50ZZ,ANEXECTOMÍA DERECHA
61804,rectocele
E669,obesidad part
47400,Amigdalitis a repetición
K922,hemorragia digestiva
O9842,Hepatitis B part
30000,Síndrome ansioso
BR3FZZZ,RM COLUMNA LUMBOSACRA
4264,BIRDHH
65701,Polihidramnios
V8542,IMC 45
O9852,rubeola NO INMune
T391X2A,suicidio paracetamol
V2651,ligadura tubárica
89803,carcinosarcoma
O3663X0,macrosomía fetal.
0H9U0ZZ,Drenaje de absceso de mama izquierda
O30043,"Gestación gemelar, BC/BA"
R230,cianosis
30233N1,1CCHH
G43109,Migrañas con aura
4051,linfadenectomia axilar derecha
F1210,cannabis part
G43109,Migraña con aura parto
Z6710,A pos
Z940,Trasplante renal
Z87891,Ex -fumadora
E282,sop parto
30491,Politoxicomana
O99354,epilepsia part
Z6741,O neg
2188,Septoplastia
5794,sv
80103,ca
65971,NST no tranquilizador
Z3A37,37+4 semanas
Z87440,ITUs de repeticón
30000,trastorno ansioso
90800,teratoma
Z6740,Grupo y Rh: O +
0UQJXZZ,SUTURa clitoris
O134,HTA gestacional part
0HB1XZZ,exeresisi piel nariz
I872,Insuficiencia venosa periferica
8872,ECOCARDIOGRAFIA
N1330,Hidronefrosis
Z90722,Ooforectomia bilateral
K643,Hemorroides grado IV
H9319,tinnitus
Z886,Alergia a la codeína
8741,AngioTC torácica
E559,déficit de Vit.D
E9289,accidente
8801,TC abdomen
J984,Granuloma pulmonar
I872,Insuficiencia Venosa
0SRC0J9,PTR dcha cementada
311,trastorno depresivo
O9972,vitiligo parto
Z6740,Grupo sanguíneo materno 0 rh positivo
N179,FRACASO RENAL AGUDO
04185,Corynebacterium
4011,biopsia GANGLIo
O9912,PTI parto
0T9B70Z,Sonda vesical
N23,N23
O99334,Fumador part
E559,Déficit vit d parto
B950,Streptococcus pyogenes
N857,hematometra
N2581,hiperparatirodismo renal
BU46ZZZ,eco utero
F1210,Fumadora parto
0HBKXZZ,escisión piel pierna derecha
5362,eventroplastia
Z2251,Portadora Vhb
Z843,Padres cosanguineos
O721,SANGRADO PUERPERAL
Z880,Alergia a PENICILINAS
O99284,hipotiroidismo Tiroidectomía parto
64911,Obesidad morbida parto
O99324,cannabis parto
Z603,BARRERA IDIOMÁTICA
311,Síndrome depresivo
2949,Deterioro cognitivo
E8786,lecho quirúrgico
Z9484,TPH
V551,colocacion gastrostomia
Z6711,Grupo A negativo
Z6720,"GS: B, Rh: +."
Z932,ileostomia
2753,hiperfosforemia
3E033VJ,Estimulación oxitócica
Z6710,Grupo materno: A positivo
R42,Vértigos
N838,Quistes paratubáricos. -
J3489,Sinequia nasal
Z3A39,39.2 semanas
O730,Extracción manual de placenta
V1508,contrastes yodados
S80212A,Abrasión en rodilla izq
G40909,Epilèpsia
4169,cor pulmonale
D649,anemia 3t
25000,Diabética
C787,mtx hígado
67182,hemorroides posparto
O3663X0,Feto Grande para edad gestacional
1473,vitrectomía anterior
78720,Disfagia
Z2251,Portadora VHB
6141,Hidrosalpinx
0HHT0NZ,Expansor mama derecha
6171,Endometrioma
O679,sangrado part
D494,tumor vesical
1820,ca endometrio
9918,suero
O9912,Plaquetopenia parto
L930,Lupus discoide
O99284,hipotirodismo part
V140,Penicilinas
5180,atelectasias
I471,Taquicardia auricular
G8929,dolr cronico
F4325,Trastorno mixto adaptativo
72751,Quiste de Baker
G44209,cefalea tensional
P611,POLICITEMIA rn
34931,punción dural accidental
72210,hernia lumbar
Z3A40,Amenorrea: 40
T39315A,Ibuprofeno
3E0337Z,diurético
G600,Charcot Marie Tooth
59971,Hematúria macroscòpica
9394,nebulitzacions
Q446,poliquistosis hepatica
0HTT0ZZ,Madden derecha
8875,Ecografia renal
O99324,Marihuana part
4023,ganglio centinela
F259,esquizoafectivo
Z30432,RETIRADA DE DIU
V146,Alergia a AINEs
O4103X0,OLIGOAMNIOS
M7061,Trocanteritis bilateral
N7093,salpingitis
3321,Parkinsonismo farmacológico
O99214,Obesitad parto
R202,parestesia
78820,retención urinaria
F981,encopresis
10907ZC,Amniorexis artificial
9986,Fistula postoperatoria persistent
Z658,riesgo social
O24424,DGID
4149,Cardiopatía isquémico
22804,hemangioma hepático
1419,ca lengua
64251,Preclampsia grave
E6601,OBESIDAD MORBIDA
2752,Hipomagnesemia
2189,Útero miomatoso
P0736,prematuridad 33
Z880,Alergia PENICILINA
O43193,cotiledón aberrante
0W9G3ZZ,paracentesis evacuadora
70715,Peu diabètic 2
5533,Hernia diafragmática
734,estimulación oxitocínica
Z90710,HT
E669,asma parto
5779,pancreas
6549,Anexectomia izquierda
Z6740,GS 0+.
K226,Sindrome Mallory Weiss
BW40ZZZ,ECO ABD
M23321,cpmi derecha
N179,INSUFICIENCIA RENAL CRÓNICA AGUDIZADA
3E033VJ,oxitócica
3004,Distimia
64801,DM parto
3E0F7GC,broncodilatadores
F250,Trastorno esquizoafectivo tipo bipolar
4148,cardiopatía isquémica
1975,mtx colon
F1021,Ex-enolismo
B246ZZZ,Ecocardiograma transtoracico
5130,Abscés de pulmó
B90FZZZ,Rx cavum
S72012A,Fractura subcapital fémur izquierdo
0UDB7ZZ,legrado
Z228,rubeola No inmune
2819,Anemia macrocitica
B246ZZZ,ECOCARDIOGRAFIA TRANSTORACICA
Z96643,PTC bilateral
71590,ARTROSI
T148XXA,herida
9911,Gammaglobulina antiD
84603,ca seroso papilar
C539,Adenocarcinoma cervical
K5900,estreñimiento
O4103X0,anhidramnis
C50912,ca mama izq
R739,hiperglucemia
J381,polipo cuerda vocal
09BU8ZZ,etmoidectomía bilateral
Z6710,Grupo y RH: A positivo
71535,Coxartrosis
6160,cervicitis
R809,Proteinuria
Q699,Polidactilia
65103,gemelar anteparto
P599,ictericia rn
75015,Macroglosia congenita
E1122,nefropatia diabética
0UT70ZZ,DOBLE SALPINGECTOMÍA
V443,Portadora de colostomía
0UT14ZZ,OOFORECTOMÍA IZQUIERDA LAPAROSCÓPICA.
D7389,LOE ESPLÉNICA
E785,Dislipemia
59010,pielonefritisaguda
C50912,neoplasia de mama izquierda
Z9079,Anexectomía
Z936,NEFROSTOMÍA
D259,ÚTERO MIOMATOSO
G801,diplejia espastica
G4733,SAos
Z87891,EXFUMADOR
R55,presincopales
65641,obito fetal parto
M549,dorsalgi
64821,anemia part
BW20ZZZ,TC abd
7802,SINCOPE
5587,pieloplástia
K7200,fallo hepatico
3E033NZ,Analgesia endovenosa
O09523,35 años
R430,Anosmia
J342,Desviacion septal
O3443,Displàsia cervical parto
2219,CENS 2
D580,Esferocitosis Hereditaria
Z6741,Grupo sanguíneo: O negativo
5989,estenosis uretra
O26893,Anti-D
N921,METRORRAGIA ANEMIZANTE
8878,ECOtv
V252,ltb
Z8551,historia NEO VESICAL
E804,Síndrome de Gilbert
25000,Diabetis
Z170,RE: POSITIVOS
Q231,aorta bicúspide
0HHT0NZ,expansor mama der
64893,ENF ANTEPARTO
Y92009,caida en su domicilio
I509,cardiopatia hta icc
C269,neoplasia digestivo
3E03329,meropenem
Z91048,Alérgica al níquel
M25562,"Dolor, genoll esquerre"
N979,Infertilidad primaria
2851,anémia posparto
0CTQXZZ,ADENOAMIGDALECTOMIA
C50911,Ca mama derecha
H3530,Degeneración macular asociada a la edad
71949,dolor articular
84603,Carcinoma seroso papilar
Q673,Plagiocefalia
E282,sop
9351,cos estrany esofagic
0HTT0ZZ,MADDEN DERECHA
O700,desgarros de 1er grado
34590,epilèptiques
G8194,hemiplejía izquierda
64851,CIV parto
V9103,bicorial biamniótica
O43022,O43.022
V2651,ligadura tubárica 2
7542,escoliosis CONGENITA
J1282,neumonia covid
K709,Hepatopatía enólica
N179,Fracaso renal agudo obstructivo
Z6740,Grupo sanguíneo: 0+
V4551,Portadora de DIU
Z8661,Historia de meningitis
07BH0ZX,BSGC INGUINAL BILATERAL
6110,absceso mama
3E03329,antibiòtic
BW40ZZZ,ECOgrafía abdominal
Z3A40,40 +4 setmanes
E031,Hipotiroidismo congénito
B448ZZZ,ECO Doppler renal
Z466,retirada doble j
3E0F7SF,oxigeno
3E0333Z,corticosteroides
K439,hernia supraumbilical
J321,Sinusopatía frontal izquierda
V1302,Pielonefritis de repetición
Z3A29,29 sem
28959,Granulomas esplénicos
66001,distocia
0UT50ZZ,salpinguectomía derecha
179,Leiomiosarcoma uterino
O24420,Diabetes gestacional - dieta
T23202A,Quemadura 2 Mano izquierda
5198,sobreinfección respiratoria
V452,DVP
65681,Sospecha de pérdida de bienestar fetal
D649,Anemia PARTO
67014,Endometritis puerperal
J9811,Atelectasias
BY4GZZZ,Eco 3t gemelo
0GT34ZZ,Nefrectomía radical dreta laparoscópia
BU4CZZZ,ECOGRAFIA TV
B079,verruga vulvar
D500,Anemia ferropénica secundaria a pérdidas digestivas
BY49ZZZ,Eco 1t
07TD0ZZ,LINFADENECTOMÍA pARA-AÓRTICA
O42013,RPM pp 1
K589,Colon irritable
E9331,quimioteràpia
BW03ZZZ,RX tórax
0UQMXZZ,laceración en labio
6541,anexectomia derecha lap
Z950,Portadora de marcapasos DDD
0DQR0ZZ,Desgarro IIIC
I471,Taquicardia supraventricular Paroxistica
J209,Bronquitis aguda no especificada
0HBU0ZZ,tumorectomia Mama izquierda
D509,Anemia microcítica
8595,expansor
J339,Poliposis nasal
N3010,cistitis intersticial
B020ZZZ,TC CRANEAL
65101,Parto gemelar
Z8781,Historia de FX
10D17ZZ,legrado evacuador obstétrico
0U7C7ZZ,balón de Cook
B372,Intertrigo candidiasico
5421,laparoscopia exploradora
64913,Obesitat ANTEPARTO
B030ZZZ,RM Craneal
V1083,ha Carcinoma basocelular
72610,Hombro doloroso
F79,Discapacidad intelectual
3E03329,atb
7802,síncope
I7300,Sd Raynaud parto
75329,hidronefrosis congenita
O925,Lactancia artificial
98233,LLC -B
3E03329,ANTIBIOTERAPIA INTRAVENOSA
Z6710,"Grupo sanguineo materno, A+"
5361,eventracion
0971,LUES latente
H269,Cataratas
56942,Proctalgia
Z228,rubéola no inmune
B020ZZZ,tac Craneal
Z6710,Grupo A Rh +
M459,Espondilitis anquilosante parto
3198,dilatacion laringe
BW201ZZ,TAC abdomen con contraste
V103,historia ca MAMA
J329,Sinusitis crónica
46400,Laringitis aguda
10D07Z8,espàtules
R6251,Estancamiento pondoestatural
M13869,Artritis rodilla
P0715,prematuridad 1250
B678,Quiste hidatídico
V4501,Portador de marcapasos
V1006,HA Ca recto
07TC0ZZ,linfadenectomía pélvica
O99891,Abdominalgia en gestante
0TJ98ZZ,ureteroscopia izquierda
O621,No Progresión de Parto
3869,vetigen periférico
J210,Bronquiolitis VRS
Z228,Rubéola: NO Inmune
5421,LAparoscopia
Z9013,Mastectomia bilateral
4941,BRONQUIECTASIAS infecc
08UQX7Z,TIRA TARSAL pi od
67803,Síndrome de transfusión fetofetal anteparto
O480,gcp
J42,Bronquitis crónica
K7689,quistes hepáticas
C787,M1 hepáticas
E039,Hipotiroidismo PART
4019,Hipertensió
O631,: III plano OP
O24424,DIABETES GESTACIONAL CON INSULINA
2762,acidosis
Z91048,Alergia niquel
78052,Insomnio
J069,infección respiratoria de vías altas
283,Adenoidectomía 2
0DQR0ZZ,Desgarro 3 GRADO
N185,hta irc 5
N261,atrofia renal derecha
5198,sobreinfeccio respiratoria
D62,anemizante
9604,iot
O731,membranas desgarradas
J384,Edema de Reinke
L508,Urticaria Crónica Idiopática
6250,Dispareunia
O34219,Cesarea Anterior
N184,Hipertensión Enfermedad renal crónica estadío 4
C9100,LAL
N920,sma
340,Esclerosis múltiple
D242,Papiloma mama izquierda
E041,Quiste tiroideos parto
J988,sobreinfección
Z96653,Prótesis de rodilla bilateral
I422,miocardiopatía hipertrófica
0CB1XZZ,Exéresis labio inferior
E785,Dislpiemia
3E0234Z,gammaglobulina anti-d
Z6740,: 0 Rh POSITIVO
3E0P7VZ,PROPESS
G40909,Crisis epiléptica
BH4BZZZ,ECO torax
P220,EMFERMEDAD DE MEMBRANA HIALINA
0HTT0ZZ,madden derecha
M4185,Escoliosis dorso-lumbar
K5730,Divertículos colónicos
2720,Hipercolesterolemia
6902,legrado puerperal
Z3A40,40 +4 sg
Z370,Colestasis parto
M2240,Condromalacia de rótula
P0736,Prematuridad 33
7242,Lumbalgia
56881,hemoperitoneo post punción folicular
J42,Bronquitis crónica parto
3439,paralisis cerebral
0TBB8ZX,BIOPSIAS MÚLTIPLES vejiga
Z3A40,40 +4 SG
O4292,RPM
Z886,Alergias: Metamizol
Z3A40,40+3 sem
10907ZC,RABA
Q743,artrogriposis congénita
O3663X0,Macrosomía parto
F0280,alzeimer
81303,CARCINOMA UROTELIAL PAPILAR
Z906,RTU-vejiga
3E033GC,ferroterápia
Z9221,Historia de Quimioterapia
O99283,hipotiroidismo 3t
R339,RAO posparto
Z370,Covid parto
64231,HTA en gestante
D869,Sarcoidosis parto
O3413,Mioma parto
T827XXA,infeccion cateter periferica
P393,bronquiolitis vrs rn
B852,pediculosis capilar
R8271,bacteriuria
O99344,Déficit vit B12 part
R509,Febre
E039,HIPOTIROIDISMO parto
0TTB4ZZ,cistectomía radical laparoscópica
7051,colporrafia anterior
0UT90ZZ,HISTERECTOMÍA abdominal RADICAL
8876,ecografía abdominal
Z906,rTU
64881,diabetes gestacional
T8140XA,Infección de la herida quirúrgica
O328XX0,Presentación podálica
A150,Tuberculosis pulmonar
O770,Liquido teñido
O1424,HELLP
0UQJXZZ,desgarro clítoris
Z8781,Historia de fx
BW00ZZZ,rx abdominal
6712,Biopsia cervix
M6208,diastasis rectos
9929,Analgèsia
O864,fiebre puerperal
O011,Mola parcial
Z794,insulinoterapia
Z6710,GS A (+) positivo
N136,pionefrosis
K760,esteatosis
7359,Part
500,Antracosis
G042,meningitis bacteriana
2930,desorientación
65651,Feto PEG
2662,Déficit de vitamina B12
64901,fumadora parto
K900,Celiaca part
Z1501,brca2
Q513,útero bicorne part
BY4DZZZ,eco gemelos 2t
7024,biopsias vaginales
0JQC0ZZ,plastia anterior fascial
8878,Ecotv
84400,Cistoadenoma
V4571,Mastectomia
V4382,mamoplastia de aumento
BW40ZZZ,Ecografía
8876,ECO TV1
05HY33Z,Canalización de vía periferica
E2740,Insuficiencia suprarrenal
I6782,lesiones isquémicas de pequeño vaso
53290,Ulceras gastroduodenal
O99284,Tiroiditis parto
6142,abscés tubo-ovàric
B348ZZZ,doppler tsa
29410,Alzehimer 2
E042,BMN parto
0VSB0ZZ,orquidopexia izquierda
O99283,Hipotiroidismo 3t
0VT30ZZ,PROSTATECTOMÍA RADICAL
Z590,vive en la calle
Z3A17,17 semanas
O9942,asma parto
Z6740,Grupo: 0 Rh positivo
N72,Cérvicitis crónica
V272,rn2
2049,Mastoidectomía abierta
E109,dm 1
Z9882,aumento mamario
S52592A,Fractura de radio distal izquierdo
F329,depresion parto
57400,Colecistitis aguda litiásica
38300,mastoiditis
M179,Artrosis rodilla
65103,Gestación gemelar
O9852,CMV parto
Z6740,Grupo 0+.
Z9882,protesi mamária
Z8673,Historia de Infarto lacunar
V2341,historia part prematuro
Z3A40,40+5 SG
82100,polipo adenomatoso
E785,DL
Z8611,Historia de TBC
1742,robótico lap
Z974,Portadora de audífono
F1010,hábito enhólico
S020XXA,fractura cranial
65961,65961
64883,Diabetes gestacional anteparto
07T50ZZ,LINFADENECTOMIA AXILAR DERECHA
6205,Torsión ovárica derecha
P599,Ictericia rn
E8786,ORGANO
D696,trombopenia parto
2512,hipoglicemia
O9872,VIH+ part
Q048,Displasia cortical
O9912,trombofilia part
6172,endometriosis trompa
10907ZU,amniocentesis
7835,Polidipsia
H81399,Vertigo periferico
Z593,Vive en residencia
K7689,QUISTES HEPÁTICOS
8611,Biopsia piel
81203,Carcinoma urotelial de alto grado
0DBU0ZZ,OMENTECTOMIA
65221,nalgas
Z6720,Grupo:B+
L508,urticaria cronica parto
T8140XA,infeccion qx
9649,instilacion vesical
E6601,Obesidad mórbida
O00102,geu izquierdo
B952,enterococcus faecalis
8741,TC torax
D802,déficit IgA
10T24ZZ,salpinguectomia geu izq lap
Z602,Vive sola
M059,Artritis Reumatoide
5790,gluten
D6861,Hepatitis B parto
V1509,Alergia a polen
34690,Migrañas parto
G40909,Epilepsia parto
2762,Acidosis metabólica
3E033GC,metoclopramida
N72,cervicitis cronica
Z8611,Historia de tuberculosa
O9962,colelitiais parto
3004,Síndrome ansiosodepresivo
2449,hipotiroidismo parto
O26893,anti d jose
78601,hiperventilación
0HBU0ZZ,tumorectomia mama izq
R739,Hiperglucemia
O99284,HIPOTIROÏDISME part
65941,multiparidad
34830,Encefalopatía
0UQMXZZ,Desgarro labios
Z6710,GS Rh: A positivo
N186,hta irc terminal
M3130,Wegener
0HTV0ZZ,Mastectomia bilateral
O99214,Hipotiroidismo parto
E039,hipotroidismo part
O2303,pna 3t
N803,endometriosis pélvica
N179,deterioro de función renal
Z7901,dabigatrán
99859,infeccion de herida quirurgica
N6002,Quiste mama izquierda
D509,Anemia ferropénica part
4941,bronquiectasias
2754,queilorrafia
O34219,Cesárea ant
3E0337Z,stp
8878,Ecografia obstétrica
1580,neoplasia retroperitoneo
0HHU0NZ,EXPANSOR mama izq
P221,Maladaptacion pulmonar
0HBT0ZZ,Tumorectomía mama d
2512,Hipoglucemias
07B50ZX,BSGC d
O4292,Amniorrexis espontánea
S42021A,Fx 1/3 medio clavícula DER
B957,Staphylococcus haemolyticus
E663,Sobrepeso part
H3552,Retinosis pigmentaria
0UT70ZZ,salpinguectomía bilateral
O99344,sdme ansioso-depresivo parto
9923,corticoideo
O99324,Cannabis part
I4510,bloqueo de rama derecha
Z880,AL.LÈRGIES Penicil·lines
8E0W4CZ,robótica lap
04185,Enterobacter cloacae
I471,TSVD
K3189,Gastropatía
10S07ZZ,distocia de hombros
H903,Hipoacudia neurosensorial bilateral
07B50ZX,biopsia selectiva de ganglio centinela
I208,Angina de esfuerzo
O34211,cesarea ant
Z882,ALERGIAS: Sulfamidas
BH4CZZZ,Ecografía cerebral
Z372,anemia part
E890,Hipotiroidismo postoperatorio part
Z3A40,40 + 3 semanas
R001,bardicardia
5859,Insufiencia renal crónica
V140,Alergica a la Penicilina
N7093,absceso tubo-ovarico
BW40ZZZ,ecografia abdominal
O99892,miopia part
H5210,Miopía part
80106,CARCINOMATOSIS PERITONEAL
E0500,graves
O6981X0,vuelta de cordón laxa
5780,hematemesis
2219,Cirugia endoscópica nasosinusal 2
O631,EXPULSIVO PROLONGADO
8703,TC crani
Z3A35,35+6 semanas
M5418,radiculopatia sacra
Y92410,via pública
O2662,Colestasis parto
6549,anexectomia izquierda
BU4CZZZ,Eco Gine
64111,placenta previa hemorragia
27801,obesitat mòrbida
Z880,Alérgico a Penicilina
8876,ECOabd
O24424,Diabetes gestacional insulina
T8140XA,absceso de herida quirúrgica
2851,anémia sang
D1803,hemangioma hepatico
V4501,MCP
J90,Derrame pleural derecho
42731,AC XFA
72291,Discopatia cervical
S82872A,fractura de pilon tibial izquierdo
B040ZZZ,ecografia trasfontanelar
Z91018,Alergia al melocotón
L02211,colección en pared abdominal
78343,Estancamiento pondoestatural 2
BU4CZZZ,ECOGRAFÍA TV: Útero
T24331A,Quemadura 3 pierna derecha
O693XX0,"Cordón: Sección Tardía , Características Corto"
M2550,Artralgias
M5126,hernia discal L2- L3
V141,Alergia a clavulánico
O99284,SOP part
E669,obesitat part
0UT74ZZ,SALPINGUECTOMÍA BILATERAL LAPAROSCOPICA
64811,Hipotiroidismo part
O4292,rotura prematura de membranas
07TD0ZZ,linfadenectomía para-aórtica
O9882,Cándidiasis vaginal parto
H538,visión borrosa
C541,Ca de endometrio
07TC0ZZ,linfadenectomia PÉLVICA
J9819,colapso pulmon
M179,Artrosis de rodillas
0YU50JZ,hernia inguinal derecha
Y9366,fútbol
K7689,Quiste hepático
E739,Intolerancia a la Lactosa parto
F1210,canabis part
2851,anemia aguda
O872,Hemorroide pp
64821,Anemia part
T2027XA,quemadura 2 Cuello
L821,QUERATORIS SEBORREICA
K5641,Impactacion fecal
O30043,Gestación bicorial biamniótica
0HBU0ZZ,tumorectomia mamaria izquierda
3669,CATARATA
M8580,OSTEOPÈNIA
65261,Nalgas gemelo
O3413,mioma PARTO
9390,Ventilació mecànica no invasiva
3E1P88Z,CROMOPERTUBACIÓN
E739,intolerancia a la lactosa
0UB04ZZ,QUISTECTOMÍA OVÁRICA DERECHA LAPAROSCÓPICA
D582,Hemoglobinopatía
P0821,40 rn
0UT20ZZ,ANEXECTOMÍA BILATERAL
N3941,Incontinencia urinaria de urgencia
N2889,ectasia piélica izquierda
0413,Klebsiellapneumoniae
D270,FIBROMA OVARIO DERECHO
